Time,LEXI_RA_J2000_rad,LEXI_DEC_J2000_rad
1740905400,-2.261441737,0.452300704
1740905430,-2.272036243,0.461797972
1740905460,-2.282741704,0.471256355
1740905490,-2.293552343,0.48066749
1740905520,-2.304469118,0.490027958
1740905550,-2.315497298,0.4993382
1740905580,-2.326638404,0.508595386
1740905610,-2.337896822,0.517798801
1740905640,-2.349274113,0.526945563
1740905670,-2.364576015,0.531781083
1740905700,-2.372762993,0.525319535
1740905730,-2.379880424,0.51805772
1740905760,-2.386856065,0.510714746
1740905790,-2.393693547,0.503292358
1740905820,-2.400394059,0.495792176
1740905850,-2.406957575,0.48821777
1740905880,-2.413385739,0.480568804
1740905910,-2.419679332,0.472849554
1740905940,-2.425839776,0.46505966
1740905970,-2.431867537,0.457201666
1740906000,-2.437765326,0.449278271
1740906030,-2.443532692,0.441289483
1740906060,-2.449171832,0.433238249
1740906090,-2.45468376,0.425125707
1740906120,-2.460069865,0.416953253
1740906150,-2.465331193,0.408722821
1740906180,-2.47046787,0.400436797
1740906210,-2.475482218,0.392095052
1740906240,-2.48037587,0.383700525
1740906270,-2.485148557,0.375253455
1740906300,-2.489802645,0.366756573
1740906330,-2.494339462,0.358210743
1740906360,-2.49875904,0.349616108
1740906390,-2.503063246,0.340976273
1740906420,-2.507252769,0.332292044
1740906450,-2.511329724,0.323563319
1740906480,-2.51529385,0.314792775
1740906510,-2.519147024,0.305981107
1740906540,-2.522890535,0.297129845
1740906570,-2.526524479,0.288240895
1740906600,-2.530050485,0.279314689
1740906630,-2.533469169,0.270351921
1740906660,-2.536781924,0.26135406
1740906690,-2.539989312,0.252323631
1740906720,-2.543092709,0.243260159
1740906750,-2.546091821,0.234165152
1740906780,-2.548989413,0.225040952
1740906810,-2.551784417,0.215887201
1740906840,-2.554478754,0.206705113
1740906870,-2.557072741,0.197496142
1740906900,-2.559566821,0.188261672
1740906930,-2.56196246,0.179001994
1740906960,-2.564260007,0.169718462
1740906990,-2.566460335,0.160412377
1740907020,-2.568562951,0.151084077
1740907050,-2.570569968,0.141735758
1740907080,-2.572480781,0.132366747
1740907110,-2.574296756,0.122979258
1740907140,-2.576017973,0.113573542
1740907170,-2.577644884,0.104150805
1740907200,-2.57917728,0.094713235
1740907230,-2.580617487,0.085259117
1740907260,-2.581963385,0.075791512
1740907290,-2.583217004,0.066310685
1740907320,-2.584378041,0.056817774
1740907350,-2.585447466,0.047313001
1740907380,-2.58639038,0.037794036
1740907410,-2.587309851,0.028272284
1740907440,-2.588103092,0.018738618
1740907470,-2.588805543,0.009197713
1740907500,-2.589416612,-0.000351373
1740907530,-2.589936337,-0.009906504
1740907560,-2.590365135,-0.019465472
1740907590,-2.590701935,-0.029030334
1740907620,-2.590948373,-0.038597675
1740907650,-2.59110309,-0.048168566
1740907680,-2.591166516,-0.057740785
1740907710,-2.591138353,-0.067314254
1740907740,-2.591018834,-0.076886595
1740907770,-2.590807188,-0.086458954
1740907800,-2.59050352,-0.096030034
1740907830,-2.590107318,-0.105597752
1740907860,-2.589618089,-0.115161873
1740907890,-2.58903674,-0.124722028
1740907920,-2.588361788,-0.13427627
1740907950,-2.587592805,-0.143825412
1740907980,-2.586729472,-0.153366198
1740908010,-2.575780971,-0.159771678
1740908040,-2.562080972,-0.158605645
1740908070,-2.548402339,-0.157264339
1740908100,-2.534728149,-0.155895572
1740908130,-2.521060234,-0.154497733
1740908160,-2.511440101,-0.153496991
1740908190,-2.511305757,-0.153483146
1740908220,-2.511305533,-0.15348298
1740908250,-2.511305965,-0.153482884
1740908280,-2.511306325,-0.153482749
1740908310,-2.511305441,-0.153483755
1740908340,-2.511305769,-0.153483664
1740908370,-2.511306238,-0.153483611
1740908400,-2.511305911,-0.153483452
1740908430,-2.511305581,-0.153483549
1740908460,-2.511305942,-0.153483416
1740908490,-2.511305687,-0.1534833
1740908520,-2.511306083,-0.153483208
1740908550,-2.511305721,-0.153483267
1740908580,-2.511305494,-0.153483146
1740908610,-2.511305862,-0.153483062
1740908640,-2.511306261,-0.153482972
1740908670,-2.511305275,-0.153483004
1740908700,-2.511305636,-0.153482875
1740908730,-2.511306004,-0.153482829
1740908760,-2.511305677,-0.153482932
1740908790,-2.511305417,-0.153482776
1740908820,-2.511305955,-0.153483668
1740908850,-2.511305591,-0.153483771
1740908880,-2.51130533,-0.153483615
1740908910,-2.521384094,-0.154547714
1740908940,-2.534903614,-0.155949472
1740908970,-2.548428325,-0.157324332
1740909000,-2.561959276,-0.158671282
1740909030,-2.575516898,-0.159761131
1740909060,-2.584198303,-0.15101231
1740909090,-2.584940811,-0.141524566
1740909120,-2.585531194,-0.132024706
1740909150,-2.586028177,-0.122518508
1740909180,-2.586432561,-0.113008034
1740909210,-2.586744768,-0.103493441
1740909240,-2.586965495,-0.09397577
1740909270,-2.587093736,-0.084455502
1740909300,-2.58713139,-0.074933438
1740909330,-2.58707678,-0.06541112
1740909360,-2.586931702,-0.055889368
1740909390,-2.586696289,-0.046367324
1740909420,-2.58636897,-0.036848456
1740909450,-2.585951892,-0.027332501
1740909480,-2.585443783,-0.017819817
1740909510,-2.584845488,-0.008311413
1740909540,-2.584155685,0.001191402
1740909570,-2.583375819,0.010687698
1740909600,-2.582505116,0.020177217
1740909630,-2.582530442,0.019089484
1740909660,-2.583237599,0.009548721
1740909690,-2.58E+00,6.03E-07
1740909720,-2.584388957,-0.009553292
1740909750,-2.584827442,-0.019111777
1740909780,-2.585174494,-0.028675767
1740909810,-2.585430746,-0.038243011
1740909840,-2.585595916,-0.047813395
1740909870,-2.585669831,-0.057385794
1740909900,-2.585651402,-0.066958243
1740909930,-2.585541869,-0.076531332
1740909960,-2.585340868,-0.086103927
1740909990,-2.585047049,-0.095674113
1740910020,-2.584661692,-0.105242444
1740910050,-2.584182641,-0.114807032
1740910080,-2.583611458,-0.124367423
1740910110,-2.582946956,-0.133923439
1740910140,-2.582188198,-0.143472205
1740910170,-2.581335442,-0.153014216
1740910200,-2.580388355,-0.162548156
1740910230,-2.579345711,-0.172074182
1740910260,-2.579765102,-0.18176541
1740910290,-2.592755822,-0.188247191
1740910320,-2.606346469,-0.189726989
1740910350,-2.619916082,-0.191426947
1740910380,-2.633525614,-0.192807413
1740910410,-2.64711213,-0.194441657
1740910440,-2.660737533,-0.195750178
1740910470,-2.674339656,-0.197317791
1740910500,-2.687980098,-0.198552444
1740910530,-2.701596949,-0.20005286
1740910560,-2.715252211,-0.201211455
1740910590,-2.72888439,-0.202643236
1740910620,-2.742552811,-0.203726368
1740910650,-2.749891637,-0.204557803
1740910680,-2.74989746,-0.204447201
1740910710,-2.749773772,-0.204643784
1740910740,-2.749733443,-0.204529194
1740910770,-2.749609818,-0.204725751
1740910800,-2.749569399,-0.204610196
1740910830,-2.749446567,-0.204806883
1740910860,-2.747895897,-0.204515872
1740910890,-2.734083171,-0.203358899
1740910920,-2.720278895,-0.202164737
1740910950,-2.706479864,-0.200933388
1740910980,-2.692688851,-0.199665244
1740911010,-2.678904922,-0.198359246
1740911040,-2.665128185,-0.197017268
1740911070,-2.651358387,-0.195638234
1740911100,-2.637596787,-0.194223567
1740911130,-2.623843374,-0.19277326
1740911160,-2.610097148,-0.191287344
1740911190,-2.596359249,-0.189765136
1740911220,-2.582700074,-0.187628492
1740911250,-2.576302311,-0.177295681
1740911280,-2.577193465,-0.167820967
1740911310,-2.57803641,-0.158341188
1740911340,-2.578785385,-0.148853746
1740911370,-2.579440547,-0.139358985
1740911400,-2.580002441,-0.129857055
1740911430,-2.580471362,-0.120350239
1740911460,-2.580848315,-0.110837548
1740911490,-2.581132069,-0.10132245
1740911520,-2.581324325,-0.091802927
1740911550,-2.58142506,-0.082282112
1740911580,-2.581434736,-0.072760147
1740911610,-2.581352851,-0.063237309
1740911640,-2.581180001,-0.053715681
1740911670,-2.580916247,-0.04419439
1740911700,-2.580561997,-0.034676541
1740911730,-2.580117261,-0.025160293
1740911760,-2.579581804,-0.015649772
1740911790,-2.578955426,-0.006143146
1740911820,-2.578238109,0.003358503
1740911850,-2.577430857,0.012853086
1740911880,-2.57653285,0.022339416
1740911910,-2.575543769,0.031818346
1740911940,-2.587185482,0.039623887
1740911970,-2.600550817,0.041015417
1740912000,-2.613906836,0.042503486
1740912030,-2.627285731,0.043792554
1740912060,-2.640644125,0.045265053
1740912090,-2.654026397,0.046534175
1740912120,-2.66738881,0.047991394
1740912150,-2.680774401,0.049240629
1740912180,-2.694140739,0.050681607
1740912210,-2.707529888,0.051908196
1740912240,-2.720899312,0.053332041
1740912270,-2.734293272,0.054537155
1740912300,-2.747666146,0.055942007
1740912330,-2.761064119,0.05712383
1740912360,-2.77444175,0.058508976
1740912390,-2.787842765,0.059666442
1740912420,-2.801224919,0.061032064
1740912450,-2.814629697,0.062165522
1740912480,-2.828016286,0.063508738
1740912510,-2.834298919,0.063951012
1740912540,-2.834275509,0.064028371
1740912570,-2.834170841,0.06387176
1740912600,-2.834118945,0.063946678
1740912630,-2.834013465,0.063789029
1740912660,-2.833961579,0.063863885
1740912690,-2.833857314,0.063707378
1740912720,-2.833804615,0.063782186
1740912750,-2.833699968,0.063624616
1740912780,-2.833648084,0.063699474
1740912810,-2.833542483,0.0635429
1740912840,-2.821093187,0.062376836
1740912870,-2.807551927,0.061074374
1740912900,-2.794012098,0.059760157
1740912930,-2.780475164,0.058436639
1740912960,-2.766939732,0.057101947
1740912990,-2.753406492,0.055757344
1740913020,-2.739875638,0.054404101
1740913050,-2.726345468,0.053040216
1740913080,-2.712818556,0.051667316
1740913110,-2.699293078,0.050285382
1740913140,-2.685769232,0.048894717
1740913170,-2.672247547,0.047495601
1740913200,-2.658727608,0.046088217
1740913230,-2.645209633,0.044672866
1740913260,-2.631692698,0.043249702
1740913290,-2.61817715,0.041818991
1740913320,-2.604663796,0.040382043
1740913350,-2.591151742,0.038937087
1740913380,-2.577780799,0.036172636
1740913410,-2.572346632,0.02598311
1740913440,-2.573102872,0.016445524
1740913470,-2.573801372,0.006904381
1740913500,-2.574408505,-0.002644364
1740913530,-2.574925011,-0.012199523
1740913560,-2.575349454,-0.02175917
1740913590,-2.575682946,-0.031322986
1740913620,-2.575925663,-0.040890814
1740913650,-2.576076678,-0.050461701
1740913680,-2.576136313,-0.060033299
1740913710,-2.576104406,-0.069606654
1740913740,-2.575981293,-0.079179372
1740913770,-2.575766004,-0.088751515
1740913800,-2.575458503,-0.09832085
1740913830,-2.575057994,-0.107888417
1740913860,-2.574565936,-0.1174525
1740913890,-2.573980256,-0.127012477
1740913920,-2.57330115,-0.136566912
1740913950,-2.572527683,-0.146114754
1740913980,-2.571660865,-0.155655452
1740914010,-2.57069894,-0.16518812
1740914040,-2.569642005,-0.174712252
1740914070,-2.568488912,-0.184225912
1740914100,-2.567239037,-0.193729762
1740914130,-2.565892418,-0.203220326
1740914160,-2.564448369,-0.212699368
1740914190,-2.562906261,-0.222164394
1740914220,-2.573374857,-0.231149199
1740914250,-2.586949089,-0.233604866
1740914280,-2.600610301,-0.235574543
1740914310,-2.614233446,-0.237827374
1740914340,-2.62792208,-0.239709098
1740914370,-2.641572996,-0.241880032
1740914400,-2.655285806,-0.243671156
1740914430,-2.657317683,-0.244176171
1740914460,-2.657286696,-0.24404785
1740914490,-2.657154797,-0.244255727
1740914520,-2.657120031,-0.244127617
1740914550,-2.65698744,-0.244334784
1740914580,-2.656952747,-0.244206728
1740914610,-2.656821519,-0.244413747
1740914640,-2.656786761,-0.244285636
1740914670,-2.656654811,-0.244492527
1740914700,-2.656620087,-0.24436443
1740914730,-2.656488062,-0.244571358
1740914760,-2.656453341,-0.244443261
1740914790,-2.65632064,-0.244650369
1740914820,-2.644520473,-0.242977227
1740914850,-2.630681716,-0.241046721
1740914880,-2.616856227,-0.239071624
1740914910,-2.603044519,-0.237052115
1740914940,-2.589245881,-0.234989856
1740914970,-2.575460934,-0.232884801
1740915000,-2.562406838,-0.226447621
1740915030,-2.561702589,-0.216705185
1740915060,-2.563026656,-0.207280952
1740915090,-2.564257844,-0.197844156
1740915120,-2.565392005,-0.188395467
1740915150,-2.566430229,-0.178936207
1740915180,-2.56737276,-0.169466636
1740915210,-2.568220273,-0.159986947
1740915240,-2.568973889,-0.150499272
1740915270,-2.569633691,-0.141004953
1740915300,-2.570199588,-0.131503262
1740915330,-2.570673062,-0.121996177
1740915360,-2.571054034,-0.11248399
1740915390,-2.5713424,-0.102967985
1740915420,-2.571538746,-0.093449325
1740915450,-2.571644214,-0.083928878
1740915480,-2.571657778,-0.074406064
1740915510,-2.571579979,-0.064883113
1740915540,-2.571411123,-0.055360985
1740915570,-2.571151394,-0.045839856
1740915600,-2.570801976,-0.036321699
1740915630,-2.570360706,-0.026806033
1740915660,-2.56982927,-0.017293664
1740915690,-2.569207001,-0.007786839
1740915720,-2.568494735,0.001714416
1740915750,-2.567691595,0.011209864
1740915780,-2.566797792,0.020697368
1740915810,-2.565812422,0.030175809
1740915840,-2.564736625,0.039646116
1740915870,-2.563570314,0.049106175
1740915900,-2.562311724,0.058555701
1740915930,-2.560961388,0.067993625
1740915960,-2.55951978,0.077417773
1740915990,-2.557985522,0.086829006
1740916020,-2.556359043,0.096226151
1740916050,-2.554639921,0.105606967
1740916080,-2.55282677,0.114972338
1740916110,-2.550920505,0.124320023
1740916140,-2.548919822,0.133649809
1740916170,-2.546824804,0.142959476
1740916200,-2.544633851,0.152249731
1740916230,-2.542347686,0.161519388
1740916260,-2.539965637,0.170766135
1740916290,-2.537485853,0.179990702
1740916320,-2.534909152,0.18919072
1740916350,-2.532233685,0.198365045
1740916380,-2.529459203,0.207514107
1740916410,-2.526585518,0.216635681
1740916440,-2.523611305,0.225729326
1740916470,-2.520536364,0.234793622
1740916500,-2.517358687,0.243827217
1740916530,-2.514078474,0.252829668
1740916560,-2.510694565,0.261799368
1740916590,-2.507206427,0.270734927
1740916620,-2.503612563,0.279635765
1740916650,-2.499912397,0.288500435
1740916680,-2.496104362,0.297328237
1740916710,-2.492188692,0.306117543
1740916740,-2.488163809,0.31486677
1740916770,-2.484027958,0.323575263
1740916800,-2.479780669,0.332240455
1740916830,-2.475421516,0.340863272
1740916860,-2.470948152,0.349440313
1740916890,-2.46636047,0.357971531
1740916920,-2.461657449,0.366455043
1740916950,-2.456837302,0.374889214
1740916980,-2.451898995,0.383273976
1740917010,-2.446841565,0.391605542
1740917040,-2.441663862,0.399884739
1740917070,-2.436364972,0.408107726
1740917100,-2.430942606,0.416275363
1740917130,-2.425396763,0.424384597
1740917160,-2.419725997,0.432435106
1740917190,-2.413929504,0.440423858
1740917220,-2.40800588,0.448349592
1740917250,-2.401953228,0.456211165
1740917280,-2.395771054,0.464006234
1740917310,-2.389458134,0.471734287
1740917340,-2.383012687,0.479392281
1740917370,-2.376435041,0.48697846
